110001.0,28.6328,77.2198
110001.0,28.6371,77.2162
110001.0,28.6413,77.2126
110002.0,28.4833,77.3
110002.0,28.5635,77.2717
110002.0,28.6436,77.2435
110003.0,28.6105,77.2329
110004.0,28.6105,77.2329
110005.0,28.6516,77.1886
110006.0,28.6105,77.2329
110007.0,28.6105,77.2329
110008.0,28.6105,77.2329
110009.0,28.6105,77.2329
110010.0,28.8047,77.6823
110011.0,28.8047,77.6823
110012.0,28.8047,77.6823
110013.0,28.8047,77.6823
110014.0,28.8047,77.6823
110015.0,28.5345,77.2779
110016.0,28.5531,77.1916
110017.0,28.8047,77.6823
110018.0,25.4167,81.85
110019.0,28.5485,77.2513
110019.0,30.7597,76.0459
110019.0,32.9709,74.8405
110020.0,28.5345,77.2779
110021.0,28.5796,77.0907
110022.0,28.5796,77.0907
110023.0,28.5796,77.0907
110024.0,28.5796,77.0907
110025.0,28.5796,77.0907
110026.0,28.5796,77.0907
110027.0,28.5796,77.0907
110028.0,28.5942,76.9699
110028.0,28.6094,76.9439
110028.0,28.6246,76.9179
110029.0,28.565,77.1972
110030.0,27.8311,79.0356
110030.0,28.1758,78.1064
110030.0,28.5205,77.1771
110031.0,27.7372,79.1863
110032.0,28.6679,77.2983
110033.0,27.7372,79.1863
110034.0,27.7372,79.1863
110035.0,26.8525,79.2213
110035.0,26.9175,79.194
110035.0,26.9824,79.1668
110036.0,26.1678,82.3703
110036.0,26.7109,80.4249
110036.0,26.8068,79.5632
110036.0,27.158,79.3412
110037.0,28.5347,77.0891
110037.0,28.5392,77.1087
110037.0,28.5437,77.1282
110038.0,27.7372,79.1863
110039.0,25.2176,87.15700000000001
110039.0,28.1729,80.6768
110039.0,28.8006,77.0347
110039.0,30.5005,77.8386
110040.0,28.8531,77.0873
110041.0,26.9707,79.6795
110041.0,28.153000000000002,77.8736
110041.0,28.6786,77.0675
110041.0,28.8097,76.8739
110042.0,27.9204,78.1458
110043.0,27.2032,79.2806
110043.0,28.2549,77.5504
110043.0,28.5984,76.9911
110043.0,28.6069,76.9467
110043.0,28.6113,76.9833
110044.0,27.5799,79.51
110045.0,27.0,79.2224
110045.0,27.5021,77.2913
110045.0,28.0042,75.3602
110046.0,24.6451,85.0242
110047.0,28.7806,76.7726
110048.0,28.5434,77.2422
110049.0,27.9204,78.1458
110051.0,28.3256,76.5918
110052.0,26.9263,73.9262
110053.0,28.6708,77.2721
110053.0,28.6866,77.2732
110053.0,28.6903,77.2737
110053.0,28.6988,77.2737
110054.0,28.3256,76.5918
110055.0,28.6417,77.2132
110056.0,28.3256,76.5918
110057.0,28.3256,76.5918
110058.0,28.3256,76.5918
110059.0,28.3256,76.5918
110060.0,25.7604,75.3809
110061.0,25.7604,75.3809
110062.0,25.7604,75.3809
110063.0,25.7604,75.3809
110064.0,25.7604,75.3809
110065.0,25.7604,75.3809
110066.0,25.7604,75.3809
110067.0,25.7604,75.3809
110068.0,25.7604,75.3809
110069.0,25.7604,75.3809
110070.0,28.5439,77.1523
110071.0,28.2636,77.399
110072.0,28.6535,76.9526
110073.0,26.8938,79.0642
110073.0,27.7249,77.9654
110073.0,28.555999999999997,76.8666
110074.0,28.436,77.176
110074.0,28.4672,77.1793
110074.0,28.4985,77.1825
110075.0,28.2636,77.399
